time_stamp,2.5_um_count,10.0_um_count,pm2.5_atm,pm10.0_atm,latitude,longitude
2025-01-06T16:00:00-08:00,6.413,0.307,9.111,9.66,34.03807,-118.67027
2025-01-06T16:10:00-08:00,6.074,0.188,7.898,8.504999999999999,34.03807,-118.67027
2025-01-06T16:20:00-08:00,4.176,0.128,5.969,6.338,34.03807,-118.67027
2025-01-06T16:30:00-08:00,4.644,0.412,6.455,7.034,34.03807,-118.67027
2025-01-06T16:40:00-08:00,3.922,0.236,5.507,5.932,34.03807,-118.67027
2025-01-06T16:50:00-08:00,4.733,0.417,5.367,5.985,34.03807,-118.67027
2025-01-06T17:00:00-08:00,4.101,0.246,5.531,6.154,34.03807,-118.67027
2025-01-06T17:10:00-08:00,4.754,0.4679999999999999,6.138,6.752,34.03807,-118.67027
2025-01-06T17:20:00-08:00,5.863,0.574,8.239,9.329,34.03807,-118.67027
2025-01-06T17:30:00-08:00,5.345,0.332,8.045,8.628,34.03807,-118.67027
2025-01-06T17:40:00-08:00,3.945,0.2769999999999999,4.833,5.36,34.03807,-118.67027
2025-01-06T17:50:00-08:00,3.89,0.261,5.343999999999999,5.723,34.03807,-118.67027
2025-01-06T18:00:00-08:00,4.017,0.433,5.156000000000001,5.823,34.03807,-118.67027
2025-01-06T18:10:00-08:00,3.324,0.218,4.195,4.706,34.03807,-118.67027
2025-01-06T18:20:00-08:00,2.282,0.15,2.884,3.137,34.03807,-118.67027
2025-01-06T18:30:00-08:00,2.195,0.092,1.956,2.091,34.03807,-118.67027
2025-01-06T18:40:00-08:00,1.508,0.084,1.188,1.384,34.03807,-118.67027
2025-01-06T18:50:00-08:00,1.439,0.107,1.1840000000000002,1.397,34.03807,-118.67027
2025-01-06T19:00:00-08:00,1.515,0.125,1.247,1.419,34.03807,-118.67027
2025-01-06T19:10:00-08:00,1.624,0.022,1.38,1.499,34.03807,-118.67027
2025-01-06T19:20:00-08:00,1.4580000000000002,0.085,1.472,1.608,34.03807,-118.67027
2025-01-06T19:30:00-08:00,1.922,0.186,1.395,1.6629999999999998,34.03807,-118.67027
2025-01-06T19:40:00-08:00,2.317,0.117,3.285,3.5620000000000003,34.03807,-118.67027
2025-01-06T19:50:00-08:00,4.037,0.2279999999999999,7.885,8.361,34.03807,-118.67027
2025-01-06T20:00:00-08:00,1.65,0.107,1.713,1.971,34.03807,-118.67027
2025-01-06T20:10:00-08:00,1.576,0.065,1.217,1.426,34.03807,-118.67027
2025-01-06T20:20:00-08:00,1.552,0.16,1.207,1.4529999999999998,34.03807,-118.67027
2025-01-06T20:30:00-08:00,1.363,0.19,1.307,1.512,34.03807,-118.67027
2025-01-06T20:40:00-08:00,1.443,0.165,1.236,1.477,34.03807,-118.67027
2025-01-06T20:50:00-08:00,1.123,0.143,1.046,1.1829999999999998,34.03807,-118.67027
2025-01-06T21:00:00-08:00,1.527,0.186,0.977,1.1880000000000002,34.03807,-118.67027
2025-01-06T21:10:00-08:00,1.362,0.113,1.052,1.257,34.03807,-118.67027
2025-01-06T21:20:00-08:00,1.218,0.1,1.044,1.1749999999999998,34.03807,-118.67027
2025-01-06T21:30:00-08:00,1.5550000000000002,0.094,1.065,1.2120000000000002,34.03807,-118.67027
2025-01-06T21:40:00-08:00,0.998,0.02,1.069,1.156,34.03807,-118.67027
2025-01-06T21:50:00-08:00,0.998,0.051,1.069,1.167,34.03807,-118.67027
2025-01-06T22:00:00-08:00,1.21,0.122,1.164,1.361,34.03807,-118.67027
2025-01-06T22:10:00-08:00,1.244,0.126,1.27,1.4700000000000002,34.03807,-118.67027
2025-01-06T22:20:00-08:00,1.797,0.169,1.269,1.524,34.03807,-118.67027
2025-01-06T22:30:00-08:00,1.861,0.097,1.402,1.515,34.03807,-118.67027
2025-01-06T22:40:00-08:00,1.268,0.066,1.265,1.434,34.03807,-118.67027
2025-01-06T22:50:00-08:00,1.461,0.108,1.25,1.44,34.03807,-118.67027
2025-01-06T23:00:00-08:00,1.574,0.105,1.527,1.716,34.03807,-118.67027
2025-01-06T23:10:00-08:00,1.559,0.086,1.605,1.797,34.03807,-118.67027
2025-01-06T23:20:00-08:00,1.86,0.127,1.729,1.926,34.03807,-118.67027
2025-01-06T23:30:00-08:00,1.746,0.164,1.694,1.924,34.03807,-118.67027
2025-01-06T23:40:00-08:00,1.909,0.128,1.956,2.167,34.03807,-118.67027
2025-01-06T23:50:00-08:00,1.935,0.151,1.967,2.162,34.03807,-118.67027
2025-01-07T00:00:00-08:00,1.892,0.047,1.879,2.066,34.03807,-118.67027
2025-01-07T00:10:00-08:00,1.519,0.186,2.011,2.199,34.03807,-118.67027
2025-01-07T00:20:00-08:00,2.016,0.15,2.294,2.728,34.03807,-118.67027
2025-01-07T00:30:00-08:00,2.154,0.142,2.584,2.904,34.03807,-118.67027
2025-01-07T00:40:00-08:00,2.143,0.202,2.477,2.827,34.03807,-118.67027
