time_stamp,2.5_um_count,10.0_um_count,pm2.5_atm,pm10.0_atm,latitude,longitude
2025-01-15 00:00:00,6.534000000000001,0.409,11.456,12.619,33.96943,-118.40738
2025-01-15 00:10:00,7.26,0.273,11.84,12.802,33.96943,-118.40738
2025-01-15 00:20:00,7.49,0.496,11.439,12.575,33.96943,-118.40738
2025-01-15 00:30:00,6.348,0.3259999999999999,10.472,11.603000000000002,33.96943,-118.40738
2025-01-15 00:40:00,6.798,0.414,10.887,12.013,33.96943,-118.40738
2025-01-15 00:50:00,5.533,0.271,10.321,11.271,33.96943,-118.40738
2025-01-15 01:00:00,5.741,0.32,10.107,10.951,33.96943,-118.40738
2025-01-15 01:10:00,5.596,0.4569999999999999,9.921,11.012,33.96943,-118.40738
2025-01-15 01:20:00,7.01,0.306,9.523,10.805,33.96943,-118.40738
2025-01-15 01:30:00,7.507999999999999,0.38,10.357,11.697,33.96943,-118.40738
2025-01-15 01:40:00,6.904,0.366,11.205,12.226,33.96943,-118.40738
2025-01-15 01:50:00,6.756,0.346,12.18,13.281,33.96943,-118.40738
2025-01-15 02:00:00,7.129,0.349,12.33,13.378,33.96943,-118.40738
2025-01-15 02:10:00,7.304,0.542,12.447,13.555,33.96943,-118.40738
2025-01-15 02:20:00,7.923,0.4399999999999999,12.326,13.579,33.96943,-118.40738
2025-01-15 02:30:00,8.922,0.444,12.446000000000002,13.646,33.96943,-118.40738
2025-01-15 02:40:00,8.212,0.475,12.299,13.411,33.96943,-118.40738
2025-01-15 02:50:00,8.114,0.403,12.075,13.41,33.96943,-118.40738
2025-01-15 03:00:00,6.915,0.3369999999999999,11.717,13.05,33.96943,-118.40738
2025-01-15 03:10:00,6.337,0.327,10.793,11.915,33.96943,-118.40738
2025-01-15 03:20:00,6.441000000000001,0.242,10.23,11.422,33.96943,-118.40738
2025-01-15 03:30:00,7.196,0.273,9.708,10.709,33.96943,-118.40738
2025-01-15 03:40:00,6.058,0.275,8.777000000000001,9.852,33.96943,-118.40738
2025-01-15 03:50:00,5.529,0.388,8.506,9.372,33.96943,-118.40738
2025-01-15 04:00:00,5.515,0.262,8.456,9.339,33.96943,-118.40738
2025-01-15 04:10:00,5.132,0.257,8.708,9.818,33.96943,-118.40738
2025-01-15 04:20:00,4.567,0.1979999999999999,7.899,8.788,33.96943,-118.40738
2025-01-15 04:30:00,5.811,0.4579999999999999,8.54,9.614,33.96943,-118.40738
2025-01-15 04:40:00,4.742,0.179,8.573,9.355,33.96943,-118.40738
2025-01-15 04:50:00,5.357,0.4569999999999999,8.466,9.599,33.96943,-118.40738
2025-01-15 05:00:00,6.097,0.438,8.826,10.113,33.96943,-118.40738
2025-01-15 05:10:00,5.142,0.3239999999999999,8.531,9.555,33.96943,-118.40738
2025-01-15 05:20:00,6.056,0.371,8.765,9.895,33.96943,-118.40738
2025-01-15 05:30:00,5.988,0.473,8.767,9.971,33.96943,-118.40738
2025-01-15 05:40:00,5.615,0.205,8.789000000000001,9.697,33.96943,-118.40738
2025-01-15 05:50:00,5.514,0.325,8.411,9.385000000000002,33.96943,-118.40738
2025-01-15 06:00:00,6.143,0.353,8.501000000000001,9.611,33.96943,-118.40738
2025-01-15 06:10:00,5.549,0.432,8.779,9.889,33.96943,-118.40738
2025-01-15 06:20:00,5.199,0.2269999999999999,8.335999999999999,9.285,33.96943,-118.40738
2025-01-15 06:30:00,6.183,0.327,9.035,10.207,33.96943,-118.40738
2025-01-15 06:40:00,6.9190000000000005,0.5309999999999999,9.249,10.878,33.96943,-118.40738
