time_stamp,2.5_um_count,10.0_um_count,pm2.5_atm,pm10.0_atm,latitude,longitude
2025-01-06T16:00:00-08:00,2.0065,0.03,5.1265,5.299,34.07627,-118.36107
2025-01-06T16:10:00-08:00,2.279,0.144,5.151,5.406000000000001,,
2025-01-06T16:20:00-08:00,2.478,0.092,5.472,5.767,,
2025-01-06T16:30:00-08:00,1.695,0.072,4.531000000000001,4.773,,
2025-01-06T16:40:00-08:00,1.467,0.106,3.661,3.838,,
2025-01-06T16:50:00-08:00,1.861,0.026,4.993,5.143000000000001,,
2025-01-06T17:00:00-08:00,1.89,0.065,5.516,5.695,,
2025-01-06T17:10:00-08:00,1.816,0.046,5.5920000000000005,5.751,,
2025-01-06T17:20:00-08:00,2.348,0.074,6.077999999999999,6.356999999999999,,
2025-01-06T17:30:00-08:00,1.884,0.131,5.705,5.991,,
2025-01-06T17:40:00-08:00,2.291,0.065,6.444000000000001,6.729,,
2025-01-06T17:50:00-08:00,2.332,0.019,7.037000000000001,7.256,,
2025-01-06T18:00:00-08:00,2.254,0.043,7.851,8.179,,
2025-01-06T18:10:00-08:00,2.465,0.024,7.207,7.657,,
2025-01-06T18:20:00-08:00,3.002,0.041,9.331,9.696,,
2025-01-06T18:30:00-08:00,2.432,0.07,8.466000000000001,8.794,,
2025-01-06T18:40:00-08:00,3.077,0.07,11.286,11.68,,
2025-01-06T18:50:00-08:00,3.327,0.111,11.819,12.211,,
2025-01-06T19:00:00-08:00,3.5620000000000003,0.085,11.299,11.767,,
2025-01-06T19:10:00-08:00,2.973,0.078,9.666,10.057,,
2025-01-06T19:20:00-08:00,2.354,0.031,9.093,9.267,,
2025-01-06T19:30:00-08:00,2.371,0.111,8.870000000000001,9.277,,
2025-01-06T19:40:00-08:00,2.949,0.023,10.85,11.235,,
2025-01-06T19:50:00-08:00,2.956,0.042,10.251,10.587,,
2025-01-06T20:00:00-08:00,2.189,0.04,7.621,7.919,,
2025-01-06T20:10:00-08:00,2.591,0.054,10.717,11.003,,
2025-01-06T20:20:00-08:00,3.679,0.207,13.111,13.627,,
2025-01-06T20:30:00-08:00,2.896,0.0,11.326,11.732,,
2025-01-06T20:40:00-08:00,2.964,0.07,11.448,11.868,,
2025-01-06T20:50:00-08:00,3.388,0.083,11.333,11.853,,
2025-01-06T21:00:00-08:00,2.982,0.129,11.75,12.23,,
2025-01-06T21:10:00-08:00,2.407,0.153,8.453,8.855,,
2025-01-06T21:20:00-08:00,2.217,0.039,8.259,8.561,,
2025-01-06T21:30:00-08:00,2.066,0.04,7.311,7.587,,
2025-01-06T21:40:00-08:00,2.6325,0.099,7.422499999999999,7.812,,
2025-01-06T21:50:00-08:00,3.063,0.106,9.112,9.509,,
2025-01-06T22:00:00-08:00,2.732,0.072,8.187000000000001,8.676,,
2025-01-06T22:10:00-08:00,2.145,0.009,7.227,7.506,,
2025-01-06T22:20:00-08:00,2.62,0.231,7.981,8.382,,
2025-01-06T22:30:00-08:00,2.7910000000000004,0.024,9.033,9.447,,
2025-01-06T22:40:00-08:00,2.6710000000000003,0.09,9.536,9.968,,
2025-01-06T22:50:00-08:00,3.55,0.086,13.565,13.965,,
2025-01-06T23:00:00-08:00,2.731,0.139,9.453,9.878,,
2025-01-06T23:10:00-08:00,2.613,0.042,11.607,11.9,,
2025-01-06T23:20:00-08:00,3.036,0.051,10.72,11.105,,
2025-01-06T23:30:00-08:00,4.013,0.121,13.09,13.675,,
2025-01-06T23:40:00-08:00,3.818,0.141,14.677,15.384,,
2025-01-06T23:50:00-08:00,4.670999999999999,0.143,16.553,17.214,,
